threshold,pending_count,pending_ratio,exact_match_acc_human_100%,exact_match_acc_human_90%,exact_match_acc_human_80%,macro_f1_human_100%
0.0,66,0.2056,0.972,0.9514,0.9308,0.9853
0.0005,42,0.1308,0.947,0.934,0.9209,0.9678
0.001,38,0.1184,0.9408,0.929,0.9171,0.965
0.0015,35,0.109,0.9377,0.9268,0.9159,0.9622
0.002,33,0.1028,0.9346,0.9243,0.914,0.961
0.0025,32,0.0997,0.9315,0.9215,0.9115,0.958
0.003,29,0.0903,0.9283,0.9193,0.9103,0.9568
0.0035,27,0.0841,0.9283,0.9199,0.9115,0.9568
0.004,27,0.0841,0.9283,0.9199,0.9115,0.9568
0.0045,26,0.081,0.9283,0.9202,0.9121,0.9568
0.005,26,0.081,0.9283,0.9202,0.9121,0.9568
0.0055,25,0.0779,0.9283,0.9206,0.9128,0.9568
0.006,25,0.0779,0.9283,0.9206,0.9128,0.9568
0.0065,25,0.0779,0.9283,0.9206,0.9128,0.9568
0.007,24,0.0748,0.9283,0.9209,0.9134,0.9568
0.0075,23,0.0717,0.9283,0.9212,0.914,0.9568
0.008,23,0.0717,0.9283,0.9212,0.914,0.9568
0.0085,23,0.0717,0.9283,0.9212,0.914,0.9568
0.009,23,0.0717,0.9283,0.9212,0.914,0.9568
0.0095,23,0.0717,0.9283,0.9212,0.914,0.9568
0.01,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.0105,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.011,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.0115,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.012,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.0125,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.013,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.0135,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.014,22,0.0685,0.9252,0.9184,0.9115,0.9556
0.0145,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.015,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0155,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.016,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0165,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.017,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0175,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.018,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0185,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.019,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0195,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.02,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0205,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.021,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0215,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.022,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0225,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.023,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0235,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.024,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0245,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.025,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0255,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.026,21,0.0654,0.9252,0.9187,0.9121,0.9556
0.0265,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.027,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.0275,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.028,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.0285,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.029,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.0295,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.03,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.0305,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.031,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.0315,20,0.0623,0.9221,0.9159,0.9097,0.9542
0.032,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0325,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.033,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0335,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.034,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0345,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.035,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0355,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.036,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0365,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.037,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.0375,19,0.0592,0.9221,0.9162,0.9103,0.9542
0.038,18,0.0561,0.919,0.9134,0.9078,0.953
0.0385,18,0.0561,0.919,0.9134,0.9078,0.953
0.039,18,0.0561,0.919,0.9134,0.9078,0.953
0.0395,18,0.0561,0.919,0.9134,0.9078,0.953
0.04,18,0.0561,0.919,0.9134,0.9078,0.953
0.0405,18,0.0561,0.919,0.9134,0.9078,0.953
0.041,18,0.0561,0.919,0.9134,0.9078,0.953
0.0415,18,0.0561,0.919,0.9134,0.9078,0.953
0.042,18,0.0561,0.919,0.9134,0.9078,0.953
0.0425,18,0.0561,0.919,0.9134,0.9078,0.953
0.043,18,0.0561,0.919,0.9134,0.9078,0.953
0.0435,18,0.0561,0.919,0.9134,0.9078,0.953
0.044,18,0.0561,0.919,0.9134,0.9078,0.953
0.0445,18,0.0561,0.919,0.9134,0.9078,0.953
0.045,18,0.0561,0.919,0.9134,0.9078,0.953
0.0455,18,0.0561,0.919,0.9134,0.9078,0.953
0.046,18,0.0561,0.919,0.9134,0.9078,0.953
0.0465,18,0.0561,0.919,0.9134,0.9078,0.953
0.047,18,0.0561,0.919,0.9134,0.9078,0.953
0.0475,18,0.0561,0.919,0.9134,0.9078,0.953
0.048,18,0.0561,0.919,0.9134,0.9078,0.953
0.0485,18,0.0561,0.919,0.9134,0.9078,0.953
0.049,18,0.0561,0.919,0.9134,0.9078,0.953
0.0495,18,0.0561,0.919,0.9134,0.9078,0.953
0.05,18,0.0561,0.919,0.9134,0.9078,0.953
0.0505,18,0.0561,0.919,0.9134,0.9078,0.953
0.051,18,0.0561,0.919,0.9134,0.9078,0.953
0.0515,18,0.0561,0.919,0.9134,0.9078,0.953
0.052,18,0.0561,0.919,0.9134,0.9078,0.953
0.0525,18,0.0561,0.919,0.9134,0.9078,0.953
0.053,18,0.0561,0.919,0.9134,0.9078,0.953
0.0535,18,0.0561,0.919,0.9134,0.9078,0.953
0.054,18,0.0561,0.919,0.9134,0.9078,0.953
0.0545,18,0.0561,0.919,0.9134,0.9078,0.953
0.055,18,0.0561,0.919,0.9134,0.9078,0.953
0.0555,18,0.0561,0.919,0.9134,0.9078,0.953
0.056,18,0.0561,0.919,0.9134,0.9078,0.953
0.0565,18,0.0561,0.919,0.9134,0.9078,0.953
0.057,18,0.0561,0.919,0.9134,0.9078,0.953
0.0575,18,0.0561,0.919,0.9134,0.9078,0.953
0.058,18,0.0561,0.919,0.9134,0.9078,0.953
0.0585,18,0.0561,0.919,0.9134,0.9078,0.953
0.059,18,0.0561,0.919,0.9134,0.9078,0.953
0.0595,18,0.0561,0.919,0.9134,0.9078,0.953
0.06,18,0.0561,0.919,0.9134,0.9078,0.953
0.0605,18,0.0561,0.919,0.9134,0.9078,0.953
0.061,18,0.0561,0.919,0.9134,0.9078,0.953
0.0615,17,0.053,0.919,0.9137,0.9084,0.953
0.062,17,0.053,0.919,0.9137,0.9084,0.953
0.0625,17,0.053,0.919,0.9137,0.9084,0.953
0.063,17,0.053,0.919,0.9137,0.9084,0.953
0.0635,17,0.053,0.919,0.9137,0.9084,0.953
0.064,16,0.0498,0.919,0.914,0.909,0.953
0.0645,16,0.0498,0.919,0.914,0.909,0.953
0.065,16,0.0498,0.919,0.914,0.909,0.953
0.0655,16,0.0498,0.919,0.914,0.909,0.953
0.066,16,0.0498,0.919,0.914,0.909,0.953
0.0665,16,0.0498,0.919,0.914,0.909,0.953
0.067,16,0.0498,0.919,0.914,0.909,0.953
0.0675,16,0.0498,0.919,0.914,0.909,0.953
0.068,16,0.0498,0.919,0.914,0.909,0.953
0.0685,16,0.0498,0.919,0.914,0.909,0.953
0.069,16,0.0498,0.919,0.914,0.909,0.953
0.0695,16,0.0498,0.919,0.914,0.909,0.953
0.07,16,0.0498,0.919,0.914,0.909,0.953
0.0705,16,0.0498,0.919,0.914,0.909,0.953
0.071,16,0.0498,0.919,0.914,0.909,0.953
0.0715,16,0.0498,0.919,0.914,0.909,0.953
0.072,16,0.0498,0.919,0.914,0.909,0.953
0.0725,16,0.0498,0.919,0.914,0.909,0.953
0.073,16,0.0498,0.919,0.914,0.909,0.953
0.0735,16,0.0498,0.919,0.914,0.909,0.953
0.074,16,0.0498,0.919,0.914,0.909,0.953
0.0745,16,0.0498,0.919,0.914,0.909,0.953
0.075,16,0.0498,0.919,0.914,0.909,0.953
0.0755,16,0.0498,0.919,0.914,0.909,0.953
0.076,16,0.0498,0.919,0.914,0.909,0.953
0.0765,15,0.0467,0.919,0.9143,0.9097,0.953
0.077,15,0.0467,0.919,0.9143,0.9097,0.953
0.0775,15,0.0467,0.919,0.9143,0.9097,0.953
0.078,15,0.0467,0.919,0.9143,0.9097,0.953
0.0785,15,0.0467,0.919,0.9143,0.9097,0.953
0.079,15,0.0467,0.919,0.9143,0.9097,0.953
0.0795,15,0.0467,0.919,0.9143,0.9097,0.953
0.08,15,0.0467,0.919,0.9143,0.9097,0.953
0.0805,15,0.0467,0.919,0.9143,0.9097,0.953
0.081,15,0.0467,0.919,0.9143,0.9097,0.953
0.0815,15,0.0467,0.919,0.9143,0.9097,0.953
0.082,15,0.0467,0.919,0.9143,0.9097,0.953
0.0825,15,0.0467,0.919,0.9143,0.9097,0.953
0.083,15,0.0467,0.919,0.9143,0.9097,0.953
0.0835,15,0.0467,0.919,0.9143,0.9097,0.953
0.084,15,0.0467,0.919,0.9143,0.9097,0.953
0.0845,15,0.0467,0.919,0.9143,0.9097,0.953
0.085,15,0.0467,0.919,0.9143,0.9097,0.953
0.0855,15,0.0467,0.919,0.9143,0.9097,0.953
0.086,15,0.0467,0.919,0.9143,0.9097,0.953
0.0865,14,0.0436,0.9159,0.9115,0.9072,0.9516
0.087,14,0.0436,0.9159,0.9115,0.9072,0.9516
0.0875,14,0.0436,0.9159,0.9115,0.9072,0.9516
0.088,14,0.0436,0.9159,0.9115,0.9072,0.9516
0.0885,14,0.0436,0.9159,0.9115,0.9072,0.9516
0.089,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0895,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.09,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0905,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.091,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0915,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.092,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0925,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.093,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0935,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.094,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0945,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.095,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0955,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.096,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0965,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.097,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0975,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.098,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0985,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.099,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.0995,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1005,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.101,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1015,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.102,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1025,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.103,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1035,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.104,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1045,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.105,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1055,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.106,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1065,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.107,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.1075,13,0.0405,0.9159,0.9118,0.9078,0.9516
0.108,12,0.0374,0.9159,0.9121,0.9084,0.9516
0.1085,12,0.0374,0.9159,0.9121,0.9084,0.9516
0.109,12,0.0374,0.9159,0.9121,0.9084,0.9516
0.1095,11,0.0343,0.9159,0.9125,0.909,0.9516
0.11,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1105,11,0.0343,0.9159,0.9125,0.909,0.9516
0.111,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1115,11,0.0343,0.9159,0.9125,0.909,0.9516
0.112,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1125,11,0.0343,0.9159,0.9125,0.909,0.9516
0.113,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1135,11,0.0343,0.9159,0.9125,0.909,0.9516
0.114,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1145,11,0.0343,0.9159,0.9125,0.909,0.9516
0.115,11,0.0343,0.9159,0.9125,0.909,0.9516
0.1155,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.116,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.1165,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.117,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.1175,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.118,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.1185,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.119,10,0.0312,0.9159,0.9128,0.9097,0.9516
0.1195,9,0.028,0.9128,0.91,0.9072,0.9504
0.12,9,0.028,0.9128,0.91,0.9072,0.9504
0.1205,9,0.028,0.9128,0.91,0.9072,0.9504
0.121,9,0.028,0.9128,0.91,0.9072,0.9504
0.1215,9,0.028,0.9128,0.91,0.9072,0.9504
0.122,9,0.028,0.9128,0.91,0.9072,0.9504
0.1225,9,0.028,0.9128,0.91,0.9072,0.9504
0.123,9,0.028,0.9128,0.91,0.9072,0.9504
0.1235,9,0.028,0.9128,0.91,0.9072,0.9504
0.124,9,0.028,0.9128,0.91,0.9072,0.9504
0.1245,9,0.028,0.9128,0.91,0.9072,0.9504
0.125,9,0.028,0.9128,0.91,0.9072,0.9504
0.1255,9,0.028,0.9128,0.91,0.9072,0.9504
0.126,9,0.028,0.9128,0.91,0.9072,0.9504
0.1265,9,0.028,0.9128,0.91,0.9072,0.9504
0.127,9,0.028,0.9128,0.91,0.9072,0.9504
0.1275,9,0.028,0.9128,0.91,0.9072,0.9504
0.128,9,0.028,0.9128,0.91,0.9072,0.9504
0.1285,9,0.028,0.9128,0.91,0.9072,0.9504
0.129,9,0.028,0.9128,0.91,0.9072,0.9504
0.1295,9,0.028,0.9128,0.91,0.9072,0.9504
0.13,9,0.028,0.9128,0.91,0.9072,0.9504
0.1305,9,0.028,0.9128,0.91,0.9072,0.9504
0.131,9,0.028,0.9128,0.91,0.9072,0.9504
0.1315,9,0.028,0.9128,0.91,0.9072,0.9504
0.132,9,0.028,0.9128,0.91,0.9072,0.9504
0.1325,9,0.028,0.9128,0.91,0.9072,0.9504
0.133,9,0.028,0.9128,0.91,0.9072,0.9504
0.1335,9,0.028,0.9128,0.91,0.9072,0.9504
0.134,9,0.028,0.9128,0.91,0.9072,0.9504
0.1345,9,0.028,0.9128,0.91,0.9072,0.9504
0.135,9,0.028,0.9128,0.91,0.9072,0.9504
0.1355,9,0.028,0.9128,0.91,0.9072,0.9504
0.136,9,0.028,0.9128,0.91,0.9072,0.9504
0.1365,9,0.028,0.9128,0.91,0.9072,0.9504
0.137,9,0.028,0.9128,0.91,0.9072,0.9504
0.1375,9,0.028,0.9128,0.91,0.9072,0.9504
0.138,9,0.028,0.9128,0.91,0.9072,0.9504
0.1385,9,0.028,0.9128,0.91,0.9072,0.9504
0.139,9,0.028,0.9128,0.91,0.9072,0.9504
0.1395,9,0.028,0.9128,0.91,0.9072,0.9504
0.14,9,0.028,0.9128,0.91,0.9072,0.9504
0.1405,9,0.028,0.9128,0.91,0.9072,0.9504
0.141,9,0.028,0.9128,0.91,0.9072,0.9504
0.1415,9,0.028,0.9128,0.91,0.9072,0.9504
0.142,9,0.028,0.9128,0.91,0.9072,0.9504
0.1425,9,0.028,0.9128,0.91,0.9072,0.9504
0.143,9,0.028,0.9128,0.91,0.9072,0.9504
0.1435,9,0.028,0.9128,0.91,0.9072,0.9504
0.144,9,0.028,0.9128,0.91,0.9072,0.9504
0.1445,9,0.028,0.9128,0.91,0.9072,0.9504
0.145,9,0.028,0.9128,0.91,0.9072,0.9504
0.1455,9,0.028,0.9128,0.91,0.9072,0.9504
0.146,9,0.028,0.9128,0.91,0.9072,0.9504
0.1465,9,0.028,0.9128,0.91,0.9072,0.9504
0.147,9,0.028,0.9128,0.91,0.9072,0.9504
0.1475,9,0.028,0.9128,0.91,0.9072,0.9504
0.148,9,0.028,0.9128,0.91,0.9072,0.9504
0.1485,9,0.028,0.9128,0.91,0.9072,0.9504
0.149,9,0.028,0.9128,0.91,0.9072,0.9504
0.1495,9,0.028,0.9128,0.91,0.9072,0.9504
0.15,9,0.028,0.9128,0.91,0.9072,0.9504
0.1505,9,0.028,0.9128,0.91,0.9072,0.9504
0.151,9,0.028,0.9128,0.91,0.9072,0.9504
0.1515,9,0.028,0.9128,0.91,0.9072,0.9504
0.152,9,0.028,0.9128,0.91,0.9072,0.9504
0.1525,9,0.028,0.9128,0.91,0.9072,0.9504
0.153,9,0.028,0.9128,0.91,0.9072,0.9504
0.1535,9,0.028,0.9128,0.91,0.9072,0.9504
0.154,9,0.028,0.9128,0.91,0.9072,0.9504
0.1545,9,0.028,0.9128,0.91,0.9072,0.9504
0.155,9,0.028,0.9128,0.91,0.9072,0.9504
0.1555,9,0.028,0.9128,0.91,0.9072,0.9504
0.156,9,0.028,0.9128,0.91,0.9072,0.9504
0.1565,9,0.028,0.9128,0.91,0.9072,0.9504
0.157,9,0.028,0.9128,0.91,0.9072,0.9504
0.1575,9,0.028,0.9128,0.91,0.9072,0.9504
0.158,9,0.028,0.9128,0.91,0.9072,0.9504
0.1585,9,0.028,0.9128,0.91,0.9072,0.9504
0.159,9,0.028,0.9128,0.91,0.9072,0.9504
0.1595,9,0.028,0.9128,0.91,0.9072,0.9504
0.16,9,0.028,0.9128,0.91,0.9072,0.9504
0.1605,9,0.028,0.9128,0.91,0.9072,0.9504
0.161,9,0.028,0.9128,0.91,0.9072,0.9504
0.1615,9,0.028,0.9128,0.91,0.9072,0.9504
0.162,9,0.028,0.9128,0.91,0.9072,0.9504
0.1625,9,0.028,0.9128,0.91,0.9072,0.9504
0.163,9,0.028,0.9128,0.91,0.9072,0.9504
0.1635,9,0.028,0.9128,0.91,0.9072,0.9504
0.164,9,0.028,0.9128,0.91,0.9072,0.9504
0.1645,9,0.028,0.9128,0.91,0.9072,0.9504
0.165,9,0.028,0.9128,0.91,0.9072,0.9504
0.1655,9,0.028,0.9128,0.91,0.9072,0.9504
0.166,9,0.028,0.9128,0.91,0.9072,0.9504
0.1665,9,0.028,0.9128,0.91,0.9072,0.9504
0.167,9,0.028,0.9128,0.91,0.9072,0.9504
0.1675,9,0.028,0.9128,0.91,0.9072,0.9504
0.168,9,0.028,0.9128,0.91,0.9072,0.9504
0.1685,9,0.028,0.9128,0.91,0.9072,0.9504
0.169,9,0.028,0.9128,0.91,0.9072,0.9504
0.1695,9,0.028,0.9128,0.91,0.9072,0.9504
0.17,9,0.028,0.9128,0.91,0.9072,0.9504
0.1705,9,0.028,0.9128,0.91,0.9072,0.9504
0.171,9,0.028,0.9128,0.91,0.9072,0.9504
0.1715,9,0.028,0.9128,0.91,0.9072,0.9504
0.172,9,0.028,0.9128,0.91,0.9072,0.9504
0.1725,9,0.028,0.9128,0.91,0.9072,0.9504
0.173,9,0.028,0.9128,0.91,0.9072,0.9504
0.1735,9,0.028,0.9128,0.91,0.9072,0.9504
0.174,9,0.028,0.9128,0.91,0.9072,0.9504
0.1745,9,0.028,0.9128,0.91,0.9072,0.9504
0.175,9,0.028,0.9128,0.91,0.9072,0.9504
0.1755,9,0.028,0.9128,0.91,0.9072,0.9504
0.176,9,0.028,0.9128,0.91,0.9072,0.9504
0.1765,9,0.028,0.9128,0.91,0.9072,0.9504
0.177,9,0.028,0.9128,0.91,0.9072,0.9504
0.1775,9,0.028,0.9128,0.91,0.9072,0.9504
0.178,9,0.028,0.9128,0.91,0.9072,0.9504
0.1785,9,0.028,0.9128,0.91,0.9072,0.9504
0.179,9,0.028,0.9128,0.91,0.9072,0.9504
0.1795,9,0.028,0.9128,0.91,0.9072,0.9504
0.18,9,0.028,0.9128,0.91,0.9072,0.9504
0.1805,9,0.028,0.9128,0.91,0.9072,0.9504
0.181,9,0.028,0.9128,0.91,0.9072,0.9504
0.1815,9,0.028,0.9128,0.91,0.9072,0.9504
0.182,9,0.028,0.9128,0.91,0.9072,0.9504
0.1825,9,0.028,0.9128,0.91,0.9072,0.9504
0.183,9,0.028,0.9128,0.91,0.9072,0.9504
0.1835,9,0.028,0.9128,0.91,0.9072,0.9504
0.184,9,0.028,0.9128,0.91,0.9072,0.9504
0.1845,9,0.028,0.9128,0.91,0.9072,0.9504
0.185,9,0.028,0.9128,0.91,0.9072,0.9504
0.1855,9,0.028,0.9128,0.91,0.9072,0.9504
0.186,9,0.028,0.9128,0.91,0.9072,0.9504
0.1865,9,0.028,0.9128,0.91,0.9072,0.9504
0.187,9,0.028,0.9128,0.91,0.9072,0.9504
0.1875,9,0.028,0.9128,0.91,0.9072,0.9504
0.188,9,0.028,0.9128,0.91,0.9072,0.9504
0.1885,9,0.028,0.9128,0.91,0.9072,0.9504
0.189,9,0.028,0.9128,0.91,0.9072,0.9504
0.1895,9,0.028,0.9128,0.91,0.9072,0.9504
0.19,9,0.028,0.9128,0.91,0.9072,0.9504
0.1905,9,0.028,0.9128,0.91,0.9072,0.9504
0.191,9,0.028,0.9128,0.91,0.9072,0.9504
0.1915,9,0.028,0.9128,0.91,0.9072,0.9504
0.192,9,0.028,0.9128,0.91,0.9072,0.9504
0.1925,9,0.028,0.9128,0.91,0.9072,0.9504
0.193,9,0.028,0.9128,0.91,0.9072,0.9504
0.1935,9,0.028,0.9128,0.91,0.9072,0.9504
0.194,9,0.028,0.9128,0.91,0.9072,0.9504
0.1945,9,0.028,0.9128,0.91,0.9072,0.9504
0.195,9,0.028,0.9128,0.91,0.9072,0.9504
0.1955,9,0.028,0.9128,0.91,0.9072,0.9504
0.196,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.1965,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.197,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.1975,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.198,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.1985,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.199,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.1995,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2005,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.201,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2015,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.202,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2025,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.203,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2035,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.204,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2045,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.205,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2055,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.206,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2065,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.207,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2075,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.208,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2085,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.209,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2095,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.21,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2105,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.211,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2115,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.212,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2125,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.213,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2135,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.214,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2145,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.215,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2155,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.216,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2165,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.217,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2175,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.218,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2185,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.219,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2195,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.22,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2205,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.221,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2215,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.222,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2225,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.223,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2235,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.224,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2245,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.225,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2255,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.226,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2265,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.227,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2275,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.228,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2285,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.229,8,0.0249,0.9128,0.9103,0.9078,0.9504
0.2295,8,0.0249,0.9128,0.9103,0.9078,0.9504
